,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet
80924,550368191311261697,,-0.140478,51.614723,-0.1404780000448227,51.614723205566406,31/12/2014 19:09:36,568199604,LucyChoiLondon,@ROCKONTEAMRIPA Fabulous! Happy New Year from Lucy Choi London x,Enfield,,0,2014-12-31 19:09:36,0,Fabulous Happy New Year from Lucy Choi London x,"['fabul', 'happi', 'new', 'year', 'from', 'luci', 'choi', 'london', 'x']",True,True
80945,550322498500571136,,-0.034027999999999996,51.68046,-0.03402800112962723,51.68046188354492,31/12/2014 16:08:02,41353544,MakeupDollEmma,bit lazy with my twitter I know but I'm on Instagram    Emma_arsenal,Enfield,,0,2014-12-31 16:08:02,0,bit lazy with my twitter I know but I m on Instagram Emma arsenal,"['bit', 'lazi', 'with', 'my', 'twitter', 'I', 'know', 'but', 'I', 'm', 'on', 'instagram', 'emma', 'arsen']",False,True
81014,550262053676785664,,-0.042897000000000005,51.66185,-0.04289700090885162,51.66184997558594,31/12/2014 12:07:51,323922464,Malky_Black,@_JaxwithaJ truss me man. I hope he gives them man dead fades looool man,Enfield,,0,2014-12-31 12:07:51,0,truss me man I hope he gives them man dead fades looool man,"['truss', 'me', 'man', 'I', 'hope', 'he', 'give', 'them', 'man', 'dead', 'fade', 'looool', 'man']",False,True
81017,550273285704122369,,-0.040041,51.65209,-0.0400409996509552,51.6520881652832,31/12/2014 12:52:29,96185258,courtneeyb_,Lucys just never moves   ,Enfield,,0,2014-12-31 12:52:29,0,Lucys just never moves,"['luci', 'just', 'never', 'move']",False,True
81067,550330313168392192,,-0.061113,51.613758000000004,-0.06111299991607666,51.6137580871582,31/12/2014 16:39:05,234740229,YoungLiLKicks,Section boyz killed it last night     ,Enfield,,0,2014-12-31 16:39:05,0,Section boyz killed it last night,"['section', 'boyz', 'kill', 'it', 'last', 'night']",False,True
81245,550383568359542784,,-0.131321,51.616844,-0.1313209980726242,51.6168441772461,31/12/2014 20:10:42,2943855993,whipper_snap,@NicholasTyrone Hi Nick! Thanks for following. We r a political opinion blog run by 16 year olds. Plz give us a shout-out to ur followers!,Enfield,,0,2014-12-31 20:10:42,0,Hi Nick Thanks for following We r a political opinion blog run by year olds Plz give us a shout out to ur followers,"['Hi', 'nick', 'thank', 'for', 'follow', 'We', 'r', 'a', 'polit', 'opinion', 'blog', 'run', 'by', 'year', 'old', 'plz', 'give', 'us', 'a', 'shout', 'out', 'to', 'ur', 'follow']",True,True
81320,550376084110577665,,-0.086832,51.614036999999996,-0.08683200180530548,51.614036560058594,31/12/2014 19:40:58,150521560,CharlieMensah,No Eastenders today? Kmt,Enfield,,0,2014-12-31 19:40:58,0,No Eastenders today Kmt,"['No', 'eastend', 'today', 'kmt']",False,True
81558,550451623001346049,,-0.053127999999999995,51.678753,-0.05312800034880638,51.67875289916992,01/01/2015 00:41:08,2769710627,NiggaQuincey,Loooooooooool mandem want to have a new year bash I'm dying         ,Enfield,,0,2015-01-01 00:41:08,0,Loooooooooool mandem want to have a new year bash I m dying,"['loooooooooool', 'mandem', 'want', 'to', 'have', 'a', 'new', 'year', 'bash', 'I', 'm', 'die']",True,True
81929,550647003475374080,,-0.060480999999999986,51.62008,-0.0604810006916523,51.620079040527344,01/01/2015 13:37:30,1129065074,KeaanuPowell, @NiggaQuincey: @KeaanuPowell looooooool I'm dying man said he's got a six pack the other day          I'm dead he's forcing it     ,Enfield,,0,2015-01-01 13:37:30,0,looooooool I m dying man said he s got a six pack the other day I m dead he s forcing it,"['looooooool', 'I', 'm', 'die', 'man', 'said', 'he', 's', 'got', 'a', 'six', 'pack', 'the', 'other', 'day', 'I', 'm', 'dead', 'he', 's', 'forc', 'it']",False,True
82040,550597912326307840,,-0.137852,51.644512,-0.1378519982099533,51.64451217651367,01/01/2015 10:22:26,175899916,delaraaam,New year; new feet because mine died last night and I'm in need of a new pair,Enfield,,0,2015-01-01 10:22:26,0,New year new feet because mine died last night and I m in need of a new pair,"['new', 'year', 'new', 'feet', 'becaus', 'mine', 'die', 'last', 'night', 'and', 'I', 'm', 'in', 'need', 'of', 'a', 'new', 'pair']",True,True
82056,550604758189617152,,-0.076596,51.658802,-0.07659599930047989,51.6588020324707,01/01/2015 10:49:38,1131442519,Nate_Dawg60,Getting ready for work            very late but the way I'm dying don't actually care,Enfield,,0,2015-01-01 10:49:38,0,Getting ready for work very late but the way I m dying don t actually care,"['get', 'readi', 'for', 'work', 'veri', 'late', 'but', 'the', 'way', 'I', 'm', 'die', 'don', 't', 'actual', 'care']",False,True
82199,550644934618128384,,-0.053422000000000004,51.67877,-0.053422000259161,51.67876815795898,01/01/2015 13:29:17,2769710627,NiggaQuincey,@KeaanuPowell looooooool I'm dying man said he's got a six pack the other day          I'm dead,Enfield,,0,2015-01-01 13:29:17,0,looooooool I m dying man said he s got a six pack the other day I m dead,"['looooooool', 'I', 'm', 'die', 'man', 'said', 'he', 's', 'got', 'a', 'six', 'pack', 'the', 'other', 'day', 'I', 'm', 'dead']",False,True
82494,550618454789992448,,-0.043193,51.660496,-0.04319300130009651,51.66049575805664,01/01/2015 11:44:04,239474426,claytsAFC,@CallumBarton95 still dying of laughter at the snotty shirt  ,Enfield,,0,2015-01-01 11:44:04,0,still dying of laughter at the snotty shirt,"['still', 'die', 'of', 'laughter', 'at', 'the', 'snotti', 'shirt']",False,True
82530,550686869860937728,,-0.084195,51.636134999999996,-0.08419500291347504,51.63613510131836,01/01/2015 16:15:55,442363024,Yinka_olumide,"         was too funny ""@Ogaga_A: I'm dead szcsezny picked his water   """,Enfield,,0,2015-01-01 16:15:55,0,was too funny I m dead szcsezny picked his water,"['wa', 'too', 'funni', 'I', 'm', 'dead', 'szcsezni', 'pick', 'hi', 'water']",False,True
82556,550687334187155457,,-0.039823000000000004,51.66138,-0.03982299938797952,51.66138076782226,01/01/2015 16:17:46,963078084,BarbiieeSf,I swear after last night my brothers SOO lucky I haven't killed him!!!!  ,Enfield,,0,2015-01-01 16:17:46,0,I swear after last night my brothers SOO lucky I haven t killed him,"['I', 'swear', 'after', 'last', 'night', 'my', 'brother', 'soo', 'lucki', 'I', 'haven', 't', 'kill', 'him']",False,True
82668,550696837821509632,,-0.075415,51.65806,-0.0754150003194809,51.658058166503906,01/01/2015 16:55:32,218849645,HollieJReed1995,Omg I'm actually dying!!,Enfield,,0,2015-01-01 16:55:32,0,Omg I m actually dying,"['omg', 'I', 'm', 'actual', 'die']",False,True
82710,550699013969022977,,-0.060417999999999986,51.620113,-0.06041799858212471,51.62011337280274,01/01/2015 17:04:11,1129065074,KeaanuPowell, @BrosConfessions: Dubai fucking KILLED it for New Years    http://t.co/yFs7NjeTD0 I want to go there,Enfield,,0,2015-01-01 17:04:11,0,Dubai fucking KILLED it for New Years,"['dubai', 'fuck', 'kill', 'it', 'for', 'new', 'year']",True,True
82724,550762185350479874,,-0.048601,51.681872999999996,-0.048601001501083374,51.6818733215332,01/01/2015 21:15:12,315986149,DimejiLayiwola,Is Emma some sort of Terminator? How did she get up so quickly like wtf,Enfield,,0,2015-01-01 21:15:12,0,Is Emma some sort of Terminator How did she get up so quickly like wtf,"['Is', 'emma', 'some', 'sort', 'of', 'termin', 'how', 'did', 'she', 'get', 'up', 'so', 'quickli', 'like', 'wtf']",False,True
82726,550762940438433792,,-0.048786,51.681816,-0.04878599941730498,51.68181610107422,01/01/2015 21:18:12,315986149,DimejiLayiwola,Nick is a legend         ,Enfield,,0,2015-01-01 21:18:12,0,Nick is a legend,"['nick', 'is', 'a', 'legend']",False,True
82728,550755892527136768,,-0.04716,51.66468,-0.04715999960899353,51.66468048095703,01/01/2015 20:50:11,67149219,MyNameIsTochi_x,Eastenders is bastard programme proper longing my life out,Enfield,,0,2015-01-01 20:50:11,0,Eastenders is bastard programme proper longing my life out,"['eastend', 'is', 'bastard', 'programm', 'proper', 'long', 'my', 'life', 'out']",False,True
82735,550756111381716994,,-0.048714999999999994,51.681805,-0.048714999109506614,51.68180465698242,01/01/2015 20:51:04,315986149,DimejiLayiwola,Eastenders are so annoying ffs,Enfield,,0,2015-01-01 20:51:04,0,Eastenders are so annoying ffs,"['eastend', 'are', 'so', 'annoy', 'ff']",False,True
82739,550760192498233344,,-0.048756,51.681805,-0.04875599965453148,51.68180465698242,01/01/2015 21:07:17,315986149,DimejiLayiwola,How is Emma still conscious wtf,Enfield,,0,2015-01-01 21:07:17,0,How is Emma still conscious wtf,"['how', 'is', 'emma', 'still', 'consciou', 'wtf']",False,True
82751,550760596044808193,,-0.048815,51.681793,-0.04881500080227852,51.68179321289063,01/01/2015 21:08:53,315986149,DimejiLayiwola,Erm Ronnie ????,Enfield,,0,2015-01-01 21:08:53,0,Erm Ronnie,"['erm', 'ronni']",False,True
82752,550763087750758400,,-0.06025,51.623394,-0.06024999916553497,51.62339401245117,01/01/2015 21:18:47,722724444,nanss__,nick is not correct,Enfield,,0,2015-01-01 21:18:47,0,nick is not correct,"['nick', 'is', 'not', 'correct']",False,True
82759,550762040273678336,,-0.036075,51.64557,-0.03607499971985817,51.64556884765625,01/01/2015 21:14:37,2292142707,Wis300_, @YouStalkSam: Ronnie has lost more utes than the roads #Eastenders  loooooooooool,Enfield,Eastenders,0,2015-01-01 21:14:37,0,Ronnie has lost more utes than the roads loooooooooool,"['ronni', 'ha', 'lost', 'more', 'ute', 'than', 'the', 'road', 'loooooooooool']",False,True
82760,550765671542693888,,-0.067845,51.660072,-0.06784500181674957,51.660072326660156,01/01/2015 21:29:03,1246787744,JeromeBaker_,Grandma moving mad saying Kim bad up Denise   ,Enfield,,0,2015-01-01 21:29:03,0,Grandma moving mad saying Kim bad up Denise,"['grandma', 'move', 'mad', 'say', 'kim', 'bad', 'up', 'denis']",False,True
82771,550756566073630720,,-0.06914400000000001,51.62047000000001,-0.06914400309324265,51.62046813964844,01/01/2015 20:52:52,2187964852,Amirahcr7,Ronnie is a buffting man,Enfield,,0,2015-01-01 20:52:52,0,Ronnie is a buffting man,"['ronni', 'is', 'a', 'bufft', 'man']",False,True
82775,550759706558746626,,-0.048746,51.681746999999994,-0.04874600097537042,51.68174743652344,01/01/2015 21:05:21,315986149,DimejiLayiwola,LOOOOOOOOOL PHIL,Enfield,,0,2015-01-01 21:05:21,0,LOOOOOOOOOL PHIL,"['loooooooool', 'phil']",False,True
82796,550760662369316865,,-0.046914,51.66466,-0.0469140000641346,51.6646614074707,01/01/2015 21:09:09,67149219,MyNameIsTochi_x,I'm done if Ronnie's dead.,Enfield,,0,2015-01-01 21:09:09,0,I m done if Ronnie s dead,"['I', 'm', 'done', 'if', 'ronni', 's', 'dead']",False,True
82799,550764812561825793,,-0.067872,51.66008400000001,-0.06787200272083282,51.66008377075195,01/01/2015 21:25:38,1246787744,JeromeBaker_,Denise Been hitting  Patrick she should of been in that car   ,Enfield,,0,2015-01-01 21:25:38,0,Denise Been hitting Patrick she should of been in that car,"['denis', 'been', 'hit', 'patrick', 'she', 'should', 'of', 'been', 'in', 'that', 'car']",False,True
82808,550754355826405377,,-0.065362,51.64788,-0.06536199897527695,51.64788055419922,01/01/2015 20:44:05,476611440,Millie_Hoffman,Eastenders is too funny    #SpotThePhones,Enfield,SpotThePhones,0,2015-01-01 20:44:05,0,Eastenders is too funny,"['eastend', 'is', 'too', 'funni']",False,True
82816,550760146012745728,,-0.046772,51.66467,-0.046771999448537833,51.66466903686523,01/01/2015 21:07:06,67149219,MyNameIsTochi_x,Ronnie will never have a baby In this life,Enfield,,0,2015-01-01 21:07:06,0,Ronnie will never have a baby In this life,"['ronni', 'will', 'never', 'have', 'a', 'babi', 'In', 'thi', 'life']",False,True
82817,550760713837608961,,-0.045646,51.65684,-0.045646000653505325,51.65684127807617,01/01/2015 21:09:21,232372469,SlickValentino,       eastenders doe,Enfield,,0,2015-01-01 21:09:21,0,eastenders doe,"['eastend', 'doe']",False,True
82818,550765203806494720,,-0.073509,51.61757,-0.07350900024175644,51.61756896972656,01/01/2015 21:27:11,172673428,_SapphireJade,Lucas should have kept Denise locked in that basement.,Enfield,,0,2015-01-01 21:27:11,0,Lucas should have kept Denise locked in that basement,"['luca', 'should', 'have', 'kept', 'denis', 'lock', 'in', 'that', 'basement']",False,True
82819,550765391266734080,,-0.046949,51.664684,-0.04694899916648865,51.6646842956543,01/01/2015 21:27:56,67149219,MyNameIsTochi_x,Denise moving abusive rahhh  ,Enfield,,0,2015-01-01 21:27:56,0,Denise moving abusive rahhh,"['denis', 'move', 'abus', 'rahhh']",False,True
82827,550758609362366464,,-0.047031,51.66469,-0.047031000256538384,51.66468811035156,01/01/2015 21:00:59,67149219,MyNameIsTochi_x,Phil's finna do a madness   ,Enfield,,0,2015-01-01 21:00:59,0,Phil s finna do a madness,"['phil', 's', 'finna', 'do', 'a', 'mad']",False,True
82830,550761300180340737,,-0.045566,51.665073,-0.045566000044345856,51.66507339477539,01/01/2015 21:11:41,323922464,Malky_Black,Seems like Eastenders is doing bits tonight,Enfield,,0,2015-01-01 21:11:41,0,Seems like Eastenders is doing bits tonight,"['seem', 'like', 'eastend', 'is', 'do', 'bit', 'tonight']",False,True
82841,550765807006138368,,-0.046919,51.66466,-0.04691899940371514,51.6646614074707,01/01/2015 21:29:35,67149219,MyNameIsTochi_x,Ronnie man  ,Enfield,,0,2015-01-01 21:29:35,0,Ronnie man,"['ronni', 'man']",False,True
82892,550718466370863104,,-0.084248,51.636109999999995,-0.08424799889326096,51.6361083984375,01/01/2015 18:21:28,442363024,Yinka_olumide,If spurs played man u like this on sunday; they would have beaten us die!,Enfield,,0,2015-01-01 18:21:28,0,If spurs played man u like this on sunday they would have beaten us die,"['If', 'spur', 'play', 'man', 'u', 'like', 'thi', 'on', 'sunday', 'they', 'would', 'have', 'beaten', 'us', 'die']",False,True
82901,550720259473543168,,-0.059717999999999986,51.625484,-0.05971800163388252,51.62548446655274,01/01/2015 18:28:36,92497581,Jess_Dorman,It's back! We have the phone. And we weren't killed in the process #winning,Enfield,winning,0,2015-01-01 18:28:36,0,It s back We have the phone And we weren t killed in the process,"['It', 's', 'back', 'We', 'have', 'the', 'phone', 'and', 'we', 'weren', 't', 'kill', 'in', 'the', 'process']",False,True
83145,550741583117975553,,-0.052775999999999997,51.678932,-0.05277600139379501,51.678932189941406,01/01/2015 19:53:20,2769710627,NiggaQuincey, @Sinthu_SD: @NiggaQuincey ayy it wasn't just me ya know I was outside I had a excuse      I'm dying         ,Enfield,,0,2015-01-01 19:53:20,0,ayy it wasn t just me ya know I was outside I had a excuse I m dying,"['ayi', 'it', 'wasn', 't', 'just', 'me', 'ya', 'know', 'I', 'wa', 'outsid', 'I', 'had', 'a', 'excus', 'I', 'm', 'die']",False,True
83148,550752874834456576,,-0.051024,51.663334000000006,-0.051024001091718674,51.66333389282226,01/01/2015 20:38:12,232372469,SlickValentino,1HOUR LONG UNA EASTENDERS YOU BEST BANG THIS TIME     ,Enfield,,0,2015-01-01 20:38:12,0,HOUR LONG UNA EASTENDERS YOU BEST BANG THIS TIME,"['hour', 'long', 'una', 'eastend', 'you', 'best', 'bang', 'thi', 'time']",False,True
83167,550815412968259584,,-0.084063,51.61310200000001,-0.08406300097703934,51.61310195922852,02/01/2015 00:46:42,2910718929,chacartoons,@GrantGustin_UK @mygrantgust THAT SPEECH KILLED ME I WAS DOING MY FRIENDS HAIR AND I SLAPPED HER BC OMG,Enfield,,0,2015-02-01 00:46:42,0,THAT SPEECH KILLED ME I WAS DOING MY FRIENDS HAIR AND I SLAPPED HER BC OMG,"['that', 'speech', 'kill', 'ME', 'I', 'wa', 'do', 'MY', 'friend', 'hair', 'and', 'I', 'slap', 'her', 'BC', 'omg']",False,True
83340,550815074999623680,,-0.08393300000000001,51.61343400000001,-0.08393300324678421,51.61343383789063,02/01/2015 00:45:22,2910718929,chacartoons, @GrantGustin_UK: @chacartoons @TheFlashQuotes WHAT IF HE SINGS TO IRIS.... OMF I JUST DIED  IF HE SUNG LATCH OR SOMETHING SKDLSJSKD,Enfield,,0,2015-02-01 00:45:22,0,WHAT IF HE SINGS TO IRIS OMF I JUST DIED IF HE SUNG LATCH OR SOMETHING SKDLSJSKD,"['what', 'IF', 'HE', 'sing', 'TO', 'iri', 'omf', 'I', 'just', 'die', 'IF', 'HE', 'sung', 'latch', 'OR', 'someth', 'skdlsjskd']",False,True
83348,550767616437288961,,-0.053073,51.678753,-0.05307300016283989,51.67875289916992,01/01/2015 21:36:47,2769710627,NiggaQuincey,But who's he Lucy's killer   ??,Enfield,,0,2015-01-01 21:36:47,0,But who s he Lucy s killer,"['but', 'who', 's', 'he', 'luci', 's', 'killer']",False,True
83349,550767744745238528,,-0.053175,51.6788,-0.053174998611211784,51.67879867553711,01/01/2015 21:37:17,2769710627,NiggaQuincey,But the question still remains who killed lucky   ??,Enfield,,0,2015-01-01 21:37:17,0,But the question still remains who killed lucky,"['but', 'the', 'question', 'still', 'remain', 'who', 'kill', 'lucki']",False,True
83353,550769983173951488,,-0.081929,51.638725,-0.08192899823188783,51.63872528076172,01/01/2015 21:46:11,298805450,d_goldfarb,I beg shuffling dies. Along with house.,Enfield,,0,2015-01-01 21:46:11,0,I beg shuffling dies Along with house,"['I', 'beg', 'shuffl', 'die', 'along', 'with', 'hous']",False,True
83360,550766852918767616,,-0.054222,51.634735,-0.054221998900175095,51.63473510742188,01/01/2015 21:33:45,2909555511,elishacade,Eastenders is so shit man why do I watch it,Enfield,,0,2015-01-01 21:33:45,0,Eastenders is so shit man why do I watch it,"['eastend', 'is', 'so', 'shit', 'man', 'whi', 'do', 'I', 'watch', 'it']",False,True
83363,550767761270779904,,-0.074127,51.65607,-0.07412700355052948,51.65607070922852,01/01/2015 21:37:21,42598667,leyla_motisi,Fully crying at eastenders  ,Enfield,,0,2015-01-01 21:37:21,0,Fully crying at eastenders,"['fulli', 'cri', 'at', 'eastend']",False,True
83364,550767906930556929,,-0.053176999999999995,51.67887,-0.05317699909210205,51.678871154785156,01/01/2015 21:37:56,2769710627,NiggaQuincey,But the question still remains unanswered who killed Lucy ??   ,Enfield,,0,2015-01-01 21:37:56,0,But the question still remains unanswered who killed Lucy,"['but', 'the', 'question', 'still', 'remain', 'unansw', 'who', 'kill', 'luci']",False,True
